gesture_id,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
24,o,0.0,0.0,0.0,-0.38349896065084066,-0.09499651838545305,-0.16106814072067238,-0.6834079212093547,-0.30335764307465424,-0.26094193114228126,-0.6826753915984016,-0.5004511105669758,-0.3784800101822747,-0.44182291054056483,-0.5955211904937381,-0.46672140905984616,-0.5478043868301802,-0.6615466057279155,-0.022940749924836298,-0.6229886618963723,-0.9352071609271354,-0.22501814248973653,-0.6639973298781622,-0.8990160024505629,-0.3716262196624544,-0.6478833706512698,-0.7743803545217828,-0.4435901864562797,-0.26904949581128973,-0.6962964706361507,-0.039695345939110414,-0.324776892514207,-0.9999983299622898,-0.2404209736366385,-0.4179220789293772,-0.9271082990153051,-0.3608837460812003,-0.41748902143889594,-0.7779103130845793,-0.40378428451459664,0.00975043796462701,-0.6837225237145073,-0.09729188952042445,-0.013060110071513817,-0.9841498492613401,-0.2637160921505779,-0.1367295037628266,-0.9407743461535772,-0.33239788531625347,-0.15951367316778078,-0.7982666530003166,-0.3371625877880953,0.31040233027356207,-0.6235141441380113,-0.17622871151417618,0.3043877037369919,-0.8607125377534676,-0.2860137997796484,0.1800864174012532,-0.9522591791187266,-0.3441410546685242,0.09263637745928124,-0.9446045234018792,-0.3637887550543832
24,o,0.0,0.0,0.0,0.2392846134925116,-0.16495496616533317,-0.23201379736940284,0.31416206118766604,-0.39885931980201317,-0.33085761688148857,0.3960907169276923,-0.5990950944041966,-0.36184147270762534,0.44025884328857895,-0.8097288666615563,-0.3673829675857472,-0.10425423919739595,-0.5756265485557698,-0.3748274465167597,-0.04932329753442015,-0.9283268911999363,-0.3903215945074111,0.13137651926019484,-0.9999979729675567,-0.3290206008482086,0.25558813833915583,-0.977725127679711,-0.25920834322291536,-0.2141855943388716,-0.560773836858366,-0.22080548649898113,-0.08675555748263993,-0.8965900213037928,-0.25311913859222906,0.14097257052312556,-0.9330061200268555,-0.20646715318525885,0.28889111439317255,-0.8692770260048117,-0.15145861452485637,-0.2532627052376043,-0.5390976638504607,-0.060199388023897224,-0.1173919032054703,-0.8222691334663979,-0.06342316721301816,0.08226006650521336,-0.8553438492987122,-0.0263926733457722,0.20962691421445534,-0.8085207215844552,0.013216670004449586,-0.26652795574514554,-0.5250685858338007,0.08785348564249303,-0.15330291162453566,-0.748799607625682,0.09654258990504107,0.001755280932059044,-0.7992768018108201,0.1163442849582735,0.1176039432685047,-0.7734413814126248,0.14616235841221026
24,o,0.0,0.0,0.0,0.3071076855646064,-0.08820823212398826,-0.18599526245361062,0.5179056143857255,-0.33065581274860795,-0.2629878722848128,0.64385597633835,-0.5670952931859771,-0.2932479707181033,0.6781625026034165,-0.7830946597898467,-0.3050812240148763,0.056537453753772136,-0.5584665997231615,-0.28700731776076066,0.18356793551016148,-0.895556190503267,-0.3641635300550312,0.41442576417838906,-0.9322050686652408,-0.375078098772121,0.5835113097760756,-0.8727657621762864,-0.3604815676063425,-0.059476069283618906,-0.6265319668809031,-0.20044464611899812,0.1026612118007316,-0.9997973676862245,-0.28695138694127975,0.36785574754361927,-0.9999978453193124,-0.3108642203127004,0.5296861475874424,-0.8942340141851125,-0.30842901426542635,-0.09431660323502697,-0.6693831298433426,-0.11506669968276208,0.06076090487671235,-0.9920695392825342,-0.1748614012583034,0.30438338589011854,-0.9930400770616787,-0.20129614629009127,0.45567837166418274,-0.9161389889302071,-0.2032266746186448,-0.09176985662123352,-0.6815605727984597,-0.039931967513190086,0.04992339354581907,-0.9272885505679518,-0.08131285146656765,0.23781556481861693,-0.9601363162978306,-0.09883968238593256,0.3711572070407187,-0.9257477881309534,-0.09730923440114891
24,o,0.0,0.0,0.0,-0.3942043294958225,-0.1341290231278788,-0.12845184702323797,-0.626280813490617,-0.41348195720924247,-0.16828728816662047,-0.5810398776859788,-0.64921834818149,-0.22904767850051172,-0.32038455296849017,-0.7375243252135302,-0.26415699679804716,-0.4313030980705449,-0.6805783702841205,0.12489412344762213,-0.4984420937676406,-0.9164831350340905,-0.031350734827887396,-0.5735418633326788,-0.9478185768222684,-0.17452329742789732,-0.5973939068335974,-0.8687535318491654,-0.25284630867534397,-0.17388169494812722,-0.7073335883941508,0.11578512134072426,-0.16424901928864336,-0.9849223825722929,-0.034318432762437,-0.284635857476934,-0.999998152791736,-0.16263182024030243,-0.35825447729875787,-0.8836867747805511,-0.21861753266149977,0.08457180612581555,-0.6878962574506597,0.0620870503406588,0.12916781833849114,-0.9676279705994155,-0.07953773004557584,-0.0066464289462089725,-0.9992754144752971,-0.1749965441763657,-0.08801508703972846,-0.8782321194903903,-0.2026521780158149,0.3675085665696863,-0.6261591505680189,-0.010729774349891946,0.3937769678360354,-0.8499965223524923,-0.11650756207161489,0.26319147366824647,-0.9300130154211901,-0.1850458052435559,0.1390432142811132,-0.8779483035639402,-0.21201511706670131
24,o,0.0,0.0,0.0,-0.4111180658428204,-0.08467045344400019,-0.1444493755716135,-0.6998618786959462,-0.27472221721534684,-0.2497299640112232,-0.7666171835696962,-0.4673767331315736,-0.3743101221701772,-0.6630535901643599,-0.6428907999851309,-0.47900636622948856,-0.7019471605919033,-0.5959045013829308,-0.016526347198336767,-0.8362537573135734,-0.8730703623313031,-0.23220782930363887,-0.8333169767540447,-0.886144049669848,-0.4043650132626457,-0.803203219998339,-0.7868109124463477,-0.4885556431028165,-0.4075501221661861,-0.6695056775458376,-0.04372816376323376,-0.4838110680291784,-0.9877380048281101,-0.2592909797929758,-0.518581372540734,-0.9824387946162897,-0.4185002333201616,-0.5460065428007463,-0.8395719668363459,-0.48437289548758095,-0.11191129203994506,-0.6865188809480907,-0.10808498376595936,-0.14052062040926502,-0.9942547075422575,-0.2814001186356553,-0.21091526068843602,-0.9999977032512858,-0.3611278413726486,-0.2617870353065235,-0.8779254448036875,-0.3718572036727696,0.21107926316415287,-0.6473426868885629,-0.18763957471580062,0.1843575375798259,-0.8479223007361113,-0.29517468383317463,0.10738876634062834,-0.953400602510908,-0.34020410982340943,0.026987442450242143,-0.9737240411920183,-0.34508222519774656
24,o,0.0,0.0,0.0,0.3170197412171916,-0.12564648944119086,-0.08629518405618325,0.537918241044382,-0.2941072093536037,-0.10409944212596871,0.616434407077543,-0.543208996393796,-0.12497309456107714,0.6042232060107828,-0.7347853171135832,-0.13713796062210634,0.3632046078262092,-0.6624468663546998,0.09043639861445144,0.4410620630847346,-0.9177945436498759,0.019839953506569936,0.5253899749291623,-0.902593150244687,-0.06225445689708951,0.578306607001135,-0.8140726483807605,-0.10620737441650127,0.2218745325911675,-0.6933618219899798,0.09801867051462834,0.30914827164838854,-0.9986348256082109,0.018482153430036476,0.4220646250880229,-0.9687285342289296,-0.07870093764031544,0.477532166237066,-0.8420469156208883,-0.1334543919017044,0.09897397035652894,-0.6969569388117333,0.08127490917086147,0.17084273318301052,-0.9999971261648818,-0.0037728252311188372,0.29320466168189513,-0.9875469700778077,-0.08345708466112774,0.35486156609186925,-0.8630160322995513,-0.11725268481918388,-0.028988070313767333,-0.6835083104569823,0.054589650100797506,0.043017385061969025,-0.9230981460433928,-0.008048385074665198,0.16211924764930355,-0.9548568098883901,-0.05445740383125241,0.26143614843641905,-0.8965365397728192,-0.0757824639255912
24,o,0.0,0.0,0.0,-0.050016489607599496,-0.1945763517007583,-0.22702632804877884,-0.028683709520749227,-0.4483751793269866,-0.3231212392131812,-0.026028685073483965,-0.7010803875137531,-0.38280455686883835,0.023358323394469794,-0.874825785868909,-0.42880895757851156,0.4075993718481043,-0.4798215544763608,-0.13879046225973737,0.45670526008046525,-0.7932001033041618,-0.1973098102772552,0.38703738117634245,-0.9175973038692651,-0.261402558680797,0.3139324660451716,-0.9592269462619738,-0.30189044236549056,0.4213679040521577,-0.48987473580894697,-0.04784187328745148,0.4447549379963038,-0.8545545479624359,-0.11653489985596996,0.36895983500849217,-0.9624776912350961,-0.2062861589575682,0.28441876913557146,-0.9732946480048367,-0.26436937782715286,0.4229410925428902,-0.4964603934903989,0.02049229040630336,0.45840806688341723,-0.8384141689802374,-0.04681477266122081,0.3732869917952116,-0.9646090053299596,-0.11776975743109508,0.2894813648885921,-0.9999968619993916,-0.15549871627539513,0.415720061980328,-0.4903064227708553,0.07266350764385715,0.463451397577046,-0.7509267647765279,0.020511708896462585,0.4256810328830092,-0.8718741169148905,-0.013595750484862735,0.3784307626528545,-0.929943868946842,-0.026931279144899806
24,o,0.0,0.0,0.0,-0.30678482538659907,0.0033720257474856635,-0.07726314918756794,-0.5948684259711382,-0.0867116161676374,-0.1521994188552382,-0.7782354831841142,-0.170018199727008,-0.2487460634008683,-0.9203040198121063,-0.2873574496473546,-0.33214853154041674,-0.7118035345621331,-0.6102091178604643,-0.02526949907200491,-0.9653484336653131,-0.8384129120011166,-0.20052360042574305,-0.9999976485637674,-0.5837253518183898,-0.3079217760401202,-0.9440072206268493,-0.39260126185228744,-0.3511644427720682,-0.563772389124032,-0.689850398151396,-0.06551502371198437,-0.8214374694857364,-0.9074642458508612,-0.2414979039376826,-0.8497811826445658,-0.5793597564909579,-0.29381768513878476,-0.7746358782850644,-0.3645039438580151,-0.2859756299358862,-0.3886305575237974,-0.7323640407374714,-0.13420745612953852,-0.6249846285773918,-0.8998759265103261,-0.29576750762486415,-0.6588765077126582,-0.5565986177345601,-0.27964423427893953,-0.5928407114983111,-0.324134801166193,-0.22243630168006667,-0.18210088319897766,-0.7400529223820849,-0.21257713134126907,-0.39904012252198967,-0.84219997624749,-0.31392912981967436,-0.4783617758659518,-0.6077773321365461,-0.29219045040618874,-0.46285156466403654,-0.4124264017991617,-0.24508359830198703
24,o,0.0,0.0,0.0,0.2707852957899015,-0.17170493799602682,-0.10167900144324307,0.4544418988109892,-0.35676792518879474,-0.13512244050292374,0.5404938037775323,-0.5789383459225367,-0.1734450136148447,0.5357646194305944,-0.789363125366441,-0.20368383356650235,0.1986380166209171,-0.6965487045268021,0.07795150529937794,0.2998888008330857,-0.9179463455549475,0.0011655352690782934,0.4227016921574407,-0.9255852424330082,-0.08832019812057786,0.5236026312857315,-0.886962206483068,-0.14320918416254136,0.0819085464409333,-0.7141420636032109,0.07969078839192856,0.17451292154042047,-0.9851301932623577,-0.012601561688883772,0.31074044751016755,-0.9916559656039651,-0.12097777729052983,0.4213364988638226,-0.9160270170650423,-0.18812533160432773,-0.03856638115637668,-0.7147886355679437,0.054743145628900626,0.03432212578298836,-0.999997673170847,-0.04897737064635284,0.1881690845162678,-0.9967349256898683,-0.13562637865062957,0.305810370951536,-0.8819771394087743,-0.17526753660681257,-0.16968637693624475,-0.7001796041485749,0.018500399807010685,-0.09151697752559446,-0.9451725451252394,-0.06727805649901335,0.04724219251198466,-0.9759174442487782,-0.1202853336661369,0.17405982188173702,-0.9068743207457419,-0.14570489889755195
24,o,0.0,0.0,0.0,-0.32503052202593646,-0.12365676885053159,-0.2821619826869486,-0.5055341491591326,-0.31763921910397164,-0.4335467195197061,-0.40223294676919497,-0.5119453937788779,-0.5809841265375608,-0.15145214722839698,-0.6624345353552826,-0.6922177913579697,-0.4554702170472831,-0.6692366664525672,-0.10283544370863812,-0.4609990835942659,-0.9209177521081948,-0.36180323993884156,-0.40147909821869554,-0.9217399492260291,-0.5640048192622528,-0.36066719462011304,-0.8081459547932585,-0.670291063240515,-0.07392737772792998,-0.686600955242391,-0.07649037529696555,-0.0498427443380281,-0.999998148245979,-0.3087420148200575,-0.03360564124688304,-0.9321851941693564,-0.46787268347562233,-0.04471414598553817,-0.784844970701826,-0.5389103268221613,0.27555040864144653,-0.6526450448337202,-0.10150085308207404,0.3300191120495379,-0.9218497705009554,-0.3109984833070868,0.3055753244600276,-0.8671671087597538,-0.38824687846341754,0.25120639837106534,-0.7272301361066613,-0.39665880181678326,0.627182016477067,-0.5711961238778827,-0.15609009775637536,0.6657572083807928,-0.7869899623168195,-0.3066385510992258,0.6272243997630687,-0.7795122372257418,-0.3514549577995572,0.5434287802777371,-0.690656174802259,-0.35229462146689605
