gesture_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
3,0.0,0.0,0.0,-0.1013022280969568,0.3269349910084673,-0.15879464550363206,-0.2087364277726574,0.5693028785109963,-0.2880750129767642,-0.23739148782792113,0.7691658368131024,-0.399411822625711,-0.2541293681548001,0.9999961472020193,-0.4981224246738525,-0.5219262675986615,0.15325381982689826,-0.2928356040868029,-0.48063684755733876,0.06880842798812849,-0.38948385360482096,-0.28112088232899046,0.14061647446032377,-0.39669837008739967,-0.25726539556395767,0.2156436797067993,-0.40242461697186044,-0.5168694922947914,-0.19599091977356145,-0.2773911972794085,-0.5193060220847124,-0.2926699416753542,-0.3808800730760264,-0.2603421746521162,-0.14263424722178855,-0.3609730390985011,-0.23919925055235644,-0.08908536209375136,-0.3462125427793827,-0.461963062788515,-0.5000582405006289,-0.26816094613167846,-0.4929763438063329,-0.6208476547345433,-0.3833077615467286,-0.2555579875537726,-0.4244452117391591,-0.3339222478977298,-0.2341052728143707,-0.3031660802783826,-0.294903755144466,-0.3840754037189239,-0.7442368761081085,-0.26963196367508685,-0.40242975277259396,-0.8761005593641019,-0.3461789859541657,-0.24595907061796585,-0.7052603222099705,-0.30759041670070925,-0.2211618111226346,-0.5696399968645876,-0.2775952939665708
3,0.0,0.0,0.0,-0.0717515500493576,0.2851770201942637,-0.1584892385593657,-0.17340217745325212,0.5249005078095502,-0.2822999508973972,-0.19794095477547574,0.7546967492577025,-0.388345044748494,-0.20774369957420374,0.9999964656745347,-0.4841228836192456,-0.4577211704503607,0.16869303432405852,-0.27422429392643166,-0.42620568192868136,0.0747642303701323,-0.3721754295267317,-0.2500817486720302,0.12808494332665873,-0.3913655985695127,-0.22537212429434553,0.19749329757096934,-0.4051650005572972,-0.45447928964087875,-0.15385546261347013,-0.2575916431585493,-0.47449915181304725,-0.25051539683931323,-0.36450021509158553,-0.24080228881259347,-0.13248967955678798,-0.3570674465318447,-0.2161965209063543,-0.07502071161553774,-0.34784626110732403,-0.4097080919726762,-0.4405745302133748,-0.2484833200151177,-0.44973328062425516,-0.5549213479237128,-0.3630085159550632,-0.23716099244558483,-0.39175029688112467,-0.3254731703421722,-0.2167408720670341,-0.280578264065146,-0.2925652309194873,-0.34186580062638944,-0.6800781918084718,-0.2503634276084912,-0.36650000793150317,-0.7934976744532866,-0.3289274249960274,-0.22337315054678725,-0.641115056708196,-0.2994282108562216,-0.20106549673182358,-0.512372741943108,-0.27443282318540146
3,0.0,0.0,0.0,-0.0717515500493576,0.2851770201942637,-0.1584892385593657,-0.17340217745325212,0.5249005078095502,-0.2822999508973972,-0.19794095477547574,0.7546967492577025,-0.388345044748494,-0.20774369957420374,0.9999964656745347,-0.4841228836192456,-0.4577211704503607,0.16869303432405852,-0.27422429392643166,-0.42620568192868136,0.0747642303701323,-0.3721754295267317,-0.2500817486720302,0.12808494332665873,-0.3913655985695127,-0.22537212429434553,0.19749329757096934,-0.4051650005572972,-0.45447928964087875,-0.15385546261347013,-0.2575916431585493,-0.47449915181304725,-0.25051539683931323,-0.36450021509158553,-0.24080228881259347,-0.13248967955678798,-0.3570674465318447,-0.2161965209063543,-0.07502071161553774,-0.34784626110732403,-0.4097080919726762,-0.4405745302133748,-0.2484833200151177,-0.44973328062425516,-0.5549213479237128,-0.3630085159550632,-0.23716099244558483,-0.39175029688112467,-0.3254731703421722,-0.2167408720670341,-0.280578264065146,-0.2925652309194873,-0.34186580062638944,-0.6800781918084718,-0.2503634276084912,-0.36650000793150317,-0.7934976744532866,-0.3289274249960274,-0.22337315054678725,-0.641115056708196,-0.2994282108562216,-0.20106549673182358,-0.512372741943108,-0.27443282318540146
3,0.0,0.0,0.0,-0.0603530275490057,0.25903908592007335,-0.154639081865093,-0.15432918949413515,0.5023409566556712,-0.27379022930742763,-0.19063396974655689,0.7428254996639261,-0.3742364499611076,-0.2042759256353116,0.9999968427682971,-0.4644390657222405,-0.4264703266038952,0.15158299595161187,-0.26156947515288304,-0.41617600567217106,0.053636492653768374,-0.34533122450816417,-0.24937970345285093,0.1196053570900474,-0.3593503985807048,-0.22072730545309596,0.19607949859874602,-0.3707911231159963,-0.4181472506086427,-0.14447823401065224,-0.239266085426797,-0.4475426056498478,-0.2461253144973499,-0.3305240464484295,-0.2338389541121631,-0.12440070443813059,-0.32083932948482774,-0.20774174119569336,-0.055318308023434,-0.31223070525229807,-0.3745540391973142,-0.4004357795169095,-0.22341527666477706,-0.41406945523600264,-0.5115567854889783,-0.31589999657282875,-0.22302994536170384,-0.35592318699463754,-0.27819156290030916,-0.2017640232570754,-0.24426970965762876,-0.25011075536250316,-0.31290215412548966,-0.6068441311185818,-0.2188067035982641,-0.33814500408142656,-0.7094987106581325,-0.2818637475755795,-0.21182875766636564,-0.5673427349126158,-0.2532040573809522,-0.19040927605165023,-0.4463790536267257,-0.2314017120122271
3,0.0,0.0,0.0,-0.06899471969949834,0.26757166234352764,-0.15282973071518524,-0.15822548363416394,0.5120532083631082,-0.271844213107621,-0.1806121026547119,0.7440730741759901,-0.37312721210711663,-0.1821476290465403,0.9999968053251551,-0.4641909821094085,-0.44271906954240026,0.13040235094175376,-0.2596623275551873,-0.4327983199126557,0.05610212478239442,-0.3471428456104767,-0.26366515295717396,0.11885924455873811,-0.362888798550888,-0.23244868593123477,0.19166954930777239,-0.37461975175750717,-0.4358291946123994,-0.1639645706488604,-0.23889173390738858,-0.4558243607615469,-0.2405180066041654,-0.32931841469521367,-0.2416740309996007,-0.11885277036512178,-0.3187125430468929,-0.21643172134186886,-0.057279190307082825,-0.3110885374047274,-0.3912983579969976,-0.41515423813353614,-0.22558381470935995,-0.4172137933733695,-0.4984810135337479,-0.3209082229679463,-0.2241508643071392,-0.3359482869701248,-0.2858120716152329,-0.20035058606871747,-0.22434756554260035,-0.25886078906242904,-0.32770482953066055,-0.6202955370608859,-0.2237387647374327,-0.34978354351951374,-0.7058500063174966,-0.2923476272578337,-0.22221051039683024,-0.557318199492857,-0.2672899511290796,-0.19648358830516946,-0.4314295992151777,-0.2473200628976547
3,0.0,0.0,0.0,-0.058141136738752236,0.2597184995393399,-0.14837436646221852,-0.1501489039531618,0.505016840803607,-0.2623630774774546,-0.18610741385067256,0.7481860468090701,-0.3596195293941744,-0.2027645343741851,0.999996994955655,-0.4465168435993823,-0.416272720728986,0.1543675901440098,-0.24118232815536172,-0.40384234655335405,0.07535960242093322,-0.32583634393312927,-0.24291754999144613,0.13647010101048485,-0.3446584674142408,-0.2111470976880596,0.21226996711999718,-0.3583829221907772,-0.4107812461853946,-0.12624167217885107,-0.22094322906792419,-0.43339840504799204,-0.2021302000157217,-0.31150110836812467,-0.229506702491452,-0.0945202077187625,-0.30487295017901483,-0.20070095505924604,-0.03195870174874726,-0.2972803046436574,-0.37066942692630006,-0.3668607340565089,-0.2085807841046167,-0.40334225858813316,-0.45334720414630647,-0.3003227452515521,-0.22039173957521782,-0.31355972161581586,-0.2664274340504539,-0.1974364123464538,-0.21136794599075207,-0.23974652312663455,-0.3100373434352817,-0.5632135926258839,-0.20757330925419543,-0.32842703949159574,-0.6488695978694256,-0.27083027244017105,-0.21083508005359872,-0.517467007142619,-0.24651510716271186,-0.19418064624909703,-0.4017351528331387,-0.22694381447474796
3,0.0,0.0,0.0,-0.056914019202193564,0.25609660758661046,-0.1483611431282015,-0.14593192493945087,0.5025109910174563,-0.2630271166169573,-0.182612041726653,0.7441519214542834,-0.3595226589642467,-0.19695594188479587,0.9999970744044734,-0.44547781409787657,-0.41318024920687146,0.15536827458942284,-0.2482901660077105,-0.3965378583672731,0.07144206367105772,-0.325450533931882,-0.23468634388362125,0.13627638078325105,-0.3366749448925519,-0.20578231350550366,0.2162543005242006,-0.34644745381808534,-0.40915627750781475,-0.12210712127585374,-0.2264373499916799,-0.4235713243314636,-0.19909566041197888,-0.31040133577870976,-0.2221950470939468,-0.08906742939658008,-0.3004419578692969,-0.19761422291980796,-0.026655935251395493,-0.2923360552237631,-0.36838034483972154,-0.3580620729819155,-0.21077462083544524,-0.3911049036846674,-0.4431639476719499,-0.29671536789741476,-0.2111458653134247,-0.30340504223963227,-0.262359201137658,-0.19280816103743229,-0.20482968057986894,-0.23737102742768118,-0.3082859999377795,-0.5489176242472821,-0.20603235989974109,-0.3214702791998084,-0.6275393106770247,-0.26439503332666653,-0.2032757885790762,-0.498189702983381,-0.2383600837840942,-0.18706516034681292,-0.38889796202132615,-0.21889698050685433
3,0.0,0.0,0.0,-0.08903937590285954,0.3012605338492796,-0.1660219172052644,-0.18907491531104179,0.5480747236223755,-0.3039635820835217,-0.21078812342664305,0.7681490990583558,-0.4244318296403119,-0.22524849991688353,0.999996238684344,-0.5312006079596969,-0.5112379794249349,0.15282914091869063,-0.30318353444862667,-0.46610815326237043,0.06755461931661572,-0.4109154971477976,-0.2743072888390056,0.1428241297306292,-0.4244502133747646,-0.26504704308816246,0.2200815495762545,-0.43379949132737033,-0.5068801375921086,-0.18578960744921258,-0.28819409313714733,-0.49736991789108537,-0.2774078625887735,-0.4014450434821225,-0.2458746015890557,-0.13570088101397168,-0.38672012056926985,-0.2407695282082919,-0.08826288731411616,-0.3749632179550246,-0.45357717212213006,-0.4850629044425311,-0.28093209766854566,-0.4665767142990309,-0.5870679695478724,-0.4037741729605273,-0.2349609406968866,-0.3949034658893577,-0.35733809278834444,-0.2298491415596157,-0.2766286836974272,-0.31947379311654783,-0.3758610556827213,-0.7321853580555353,-0.28538090535813027,-0.37658048743709627,-0.8464733359819472,-0.3645966132827508,-0.22702678993735775,-0.6753041780278438,-0.32818143389837734,-0.21858663809661227,-0.5368848583296487,-0.29967198895229025
3,0.0,0.0,0.0,-0.08903937590285954,0.3012605338492796,-0.1660219172052644,-0.18907491531104179,0.5480747236223755,-0.3039635820835217,-0.21078812342664305,0.7681490990583558,-0.4244318296403119,-0.22524849991688353,0.999996238684344,-0.5312006079596969,-0.5112379794249349,0.15282914091869063,-0.30318353444862667,-0.46610815326237043,0.06755461931661572,-0.4109154971477976,-0.2743072888390056,0.1428241297306292,-0.4244502133747646,-0.26504704308816246,0.2200815495762545,-0.43379949132737033,-0.5068801375921086,-0.18578960744921258,-0.28819409313714733,-0.49736991789108537,-0.2774078625887735,-0.4014450434821225,-0.2458746015890557,-0.13570088101397168,-0.38672012056926985,-0.2407695282082919,-0.08826288731411616,-0.3749632179550246,-0.45357717212213006,-0.4850629044425311,-0.28093209766854566,-0.4665767142990309,-0.5870679695478724,-0.4037741729605273,-0.2349609406968866,-0.3949034658893577,-0.35733809278834444,-0.2298491415596157,-0.2766286836974272,-0.31947379311654783,-0.3758610556827213,-0.7321853580555353,-0.28538090535813027,-0.37658048743709627,-0.8464733359819472,-0.3645966132827508,-0.22702678993735775,-0.6753041780278438,-0.32818143389837734,-0.21858663809661227,-0.5368848583296487,-0.29967198895229025
3,0.0,0.0,0.0,-0.06260763335219535,0.25492212888350935,-0.15198024563276666,-0.14587718637908081,0.4940372085434379,-0.27304973029677604,-0.1691013181681145,0.7399331714222959,-0.37666937637236236,-0.17593070046894216,0.9999968583800278,-0.4705541893566398,-0.42340522419877685,0.13970535051101773,-0.25843367059305594,-0.38805800723144035,0.0708308493059585,-0.34759752395997906,-0.2251205665878342,0.1208294703851553,-0.3694097285679366,-0.19997912939510515,0.18767244054961574,-0.3857307229369044,-0.42202290673710297,-0.15483921749743818,-0.2389740459674528,-0.41978633131550536,-0.20921296135274992,-0.3313066074482697,-0.21131761552648115,-0.10646868625440012,-0.3256825864994869,-0.18867659625108235,-0.05718650335027299,-0.32117390399300905,-0.3785735342656067,-0.40685552108018136,-0.22659617676093402,-0.39900793894220227,-0.47888124545020666,-0.32385469542631834,-0.20933252376121358,-0.33540289107366905,-0.29029389251809445,-0.18819647406580303,-0.24088894762449606,-0.26376075169967544,-0.3130499638349521,-0.6120918385999811,-0.2255655244568087,-0.3292085845885102,-0.6927775515435683,-0.2917646880345829,-0.20347930251805407,-0.5585051281084482,-0.26514129023749594,-0.1820129347513359,-0.44842634996247244,-0.2442660635486458
