gesture_id,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
19,j,0.0,0.0,0.0,0.16413314403605772,-0.31966334773894306,-0.0890105313976293,0.12167136331286825,-0.6589396236330317,-0.12408849530601962,-0.19067316010061666,-0.8052005819525306,-0.16120313228184324,-0.4456259652976957,-0.7563120411893579,-0.17418227034969794,-0.1770909674051643,-0.8176699960263591,-0.009831634997998221,-0.3528377845031819,-0.9999978840159476,-0.12914751225285281,-0.229727300657384,-0.8114957331869302,-0.2029726897856309,-0.11429401815771119,-0.6997491998970495,-0.23535512468521894,-0.36267344593436524,-0.7155887327001549,-0.028103986644645373,-0.5524428438896911,-0.8883334564591142,-0.15815533530989245,-0.37210292992579574,-0.6977512937262298,-0.20688179292378328,-0.24974457747635437,-0.6042128103112876,-0.21357679970873605,-0.5252155864436034,-0.5841191032707708,-0.07080932366711142,-0.7360508434983236,-0.7708029463373547,-0.19961366983440046,-0.5448212625562756,-0.6201686280389239,-0.20572291653652383,-0.39393239756702625,-0.514419786119553,-0.17707295024493017,-0.6682937809745966,-0.4184785433800551,-0.12234199064672835,-0.8770340175505914,-0.5864994127942782,-0.18268748152788553,-0.9322027640345446,-0.6541042770179208,-0.18324762298241196,-0.9935445121331486,-0.7122935307226909,-0.17325711467911042
19,j,0.0,0.0,0.0,0.1433807305624569,-0.2917194609626916,-0.14028601379007036,0.07515798675615311,-0.6299845169920096,-0.1790063162871827,-0.27439225879560136,-0.7457309239943309,-0.21292947075763005,-0.5219035621181434,-0.6574788317586563,-0.2147396472628979,-0.14610392504787933,-0.8231323933647474,0.0021283288677979755,-0.37041419413829346,-0.9674576262968495,-0.13759428903660154,-0.26865541607142934,-0.7700359932288863,-0.20891735109797616,-0.1467908358621668,-0.6585913388174737,-0.22729123332518616,-0.33477908331806094,-0.6986899041768739,0.010925496757317701,-0.5518340767956189,-0.8184572253610531,-0.1641861245922014,-0.379461412280381,-0.5966686389372917,-0.22195838163599604,-0.2547776014032273,-0.5039577825742915,-0.2093700051558207,-0.48851577418687,-0.5487556715583732,-0.014368969966638724,-0.7005287215094531,-0.6618875843697146,-0.19786518709887424,-0.5047519865594688,-0.46463442503210767,-0.20770218264996304,-0.3489029687175334,-0.3482955603839709,-0.1523057804371403,-0.6176431639830102,-0.37623059797333847,-0.05112862443185942,-0.8176499468528657,-0.547649906966579,-0.14126115041205986,-0.9084970094402272,-0.6055280647152479,-0.1469830717635589,-0.9999980326986848,-0.6650761263400294,-0.12419776925355533
19,j,0.0,0.0,0.0,0.2061381869812219,-0.3151248890487068,-0.08743145154316512,0.2380533537848065,-0.6470796662356085,-0.12473196676982863,0.03584730493834168,-0.8658878973294377,-0.16040160716803664,-0.21962640126266947,-0.7986329844788348,-0.1807475212732792,-0.06134620051385286,-0.8167881284729315,-0.03612822478624046,-0.15519282686241906,-0.9999968243799544,-0.12371566597652717,-0.07727879873061635,-0.8300512868074152,-0.18119999918851637,0.003151540384312404,-0.6868178458970688,-0.2127356561740501,-0.2209048098966422,-0.7136651843373153,-0.05239762613641753,-0.3215648204898756,-0.8932452553231695,-0.17786781307722027,-0.17687372117114553,-0.6936698436095078,-0.24477101686015948,-0.08205134763452344,-0.5336168304138762,-0.27194321002620625,-0.37237957623239165,-0.6025544576198267,-0.08768268160086576,-0.48037595642055386,-0.785471943624071,-0.23139313015237595,-0.27929783725277485,-0.6208514682516435,-0.29503075132388273,-0.13155949176905699,-0.46325220843571363,-0.31298577723561816,-0.5019279498883364,-0.47952333698144667,-0.12625364971484865,-0.734006437380578,-0.6671292361718307,-0.21549467362310917,-0.8625898529056384,-0.799619236801505,-0.27266023278406354,-0.9863883215751297,-0.9304513189791559,-0.3152182603024513
19,j,0.0,0.0,0.0,0.11532703002772536,-0.25390746535720304,-0.09641724299488168,0.04617773929437241,-0.534802536994037,-0.12273053336194654,-0.22460745718283812,-0.6490424446708515,-0.14796733519545477,-0.42739887143944433,-0.5437940313256897,-0.1602258184894801,-0.19725028865543623,-0.630146497449705,0.018884690399560783,-0.3475411782515412,-0.7722415990099468,-0.06404668296477294,-0.32495046585268866,-0.7379352225982904,-0.11763737998581376,-0.26860422526766703,-0.6713944979378905,-0.13687192773536497,-0.34362806535749507,-0.5287125415520038,0.01600667864489986,-0.5153403760934898,-0.6386761049177981,-0.11375254150535292,-0.3726801159923135,-0.5253298995218174,-0.18367318791708118,-0.24516953398819835,-0.42746903814744364,-0.19549481091304105,-0.46437375897816224,-0.41084414458238866,-0.010358455703401482,-0.6074403133349626,-0.4934142030898529,-0.1540931558857217,-0.41164895144744884,-0.3920513371463089,-0.20916094784014908,-0.25144081540794794,-0.2917616129689992,-0.2019920733164718,-0.5694218279070627,-0.2774913927834786,-0.04289235199239804,-0.7591039710486129,-0.4214912830597477,-0.11829183786271599,-0.8811566844711533,-0.5289514644684339,-0.16000420643851038,-0.9999977872142555,-0.6210465216945007,-0.17968184639769277
19,j,0.0,0.0,0.0,0.09677715276310123,-0.297514762772832,-0.09088032968724909,0.024614379990884568,-0.5938127265875952,-0.11696700718043694,-0.24105397004099266,-0.7129373662395351,-0.14035466659675963,-0.4397125614874555,-0.5720374719755132,-0.1423122976338199,-0.2514233451611017,-0.6844925655008312,-0.0075424489099546,-0.3991728635678768,-0.8283975319624898,-0.09861234152329802,-0.2868311444760463,-0.6793318089339005,-0.14230355361710156,-0.18969903336244678,-0.5950418700398546,-0.15356073068234422,-0.37470813349779414,-0.5682218321352117,-0.013926646199200874,-0.5395628977363155,-0.7056421491705156,-0.15320774853376676,-0.36029182169886476,-0.5465354795383094,-0.20401215054979674,-0.24044670755484426,-0.45471539918799386,-0.19967047553654607,-0.4817766961545374,-0.4431859664690781,-0.0421966596609913,-0.6172290409317704,-0.5546703929248821,-0.18329289161619539,-0.40001483387120185,-0.44663495317491136,-0.22036466648413755,-0.24299996043660127,-0.3514651834974712,-0.20100611732245863,-0.5731129589606107,-0.3117705961472835,-0.0761282056858835,-0.7676067996082586,-0.4547864341721082,-0.14114955998035342,-0.8784379965798096,-0.5658895890134812,-0.1730432256042242,-0.9999981832785486,-0.6677672918630747,-0.1859023444320307
19,j,0.0,0.0,0.0,0.08888652732896528,-0.23020330024091115,-0.09018556893229854,0.02063232355033453,-0.4846899541956252,-0.12476758934367871,-0.2115595931442502,-0.5503596857785702,-0.15669382721387473,-0.3885579906930288,-0.47032468180996595,-0.17247109466550484,-0.15644598771808957,-0.6595990618617913,-0.04322060049962402,-0.2749270804073151,-0.8142437913627691,-0.13838743749039617,-0.21051974749057634,-0.6837239274723866,-0.193288004770784,-0.1462412884680889,-0.5638411451642767,-0.2128586440485285,-0.31810548995610527,-0.5840600603101882,-0.046292814252364,-0.4523992308918319,-0.7260134643071312,-0.1544686319225728,-0.35549900933026,-0.5657933019134566,-0.19600471780281983,-0.2848817702550729,-0.46801521995674733,-0.19785945645381917,-0.4503997509343704,-0.47678281158921254,-0.0694310123624597,-0.6030476791500535,-0.6078477108579965,-0.18217793293026527,-0.47889293558867857,-0.46544086718924754,-0.2074319332667641,-0.3772881472188892,-0.3578799768488225,-0.1918272169472177,-0.5501136943845776,-0.3450065760449995,-0.09896599586889678,-0.7654919579254073,-0.48172644988832475,-0.16388541091581738,-0.8872771183249291,-0.5634461898347811,-0.19224866136814142,-0.9999975032965813,-0.6486721628325736,-0.20227353614704965
19,j,0.0,0.0,0.0,0.1736178635394163,-0.26394528962909974,-0.09657560546655664,0.16731238716068875,-0.5607822116048913,-0.1303815036764842,-0.061352504220414904,-0.744419801710374,-0.15613311666920998,-0.28022044173496796,-0.6771178857000882,-0.16707843525818286,-0.11676137174775805,-0.7054802490261112,-0.05950482349141954,-0.24459294025521727,-0.8523442796491195,-0.15119155884142163,-0.14343853527562586,-0.7056961181616372,-0.20486962322002342,-0.044928792727920816,-0.5858936600959653,-0.22879857085615843,-0.25890628534037896,-0.6056022731999734,-0.05837914427855017,-0.3932135960115056,-0.7490980284002067,-0.18877223788689163,-0.22386784373413948,-0.5708026019751875,-0.2457364817001497,-0.11087867228298055,-0.43357953122473036,-0.2578747228704692,-0.3920089240952918,-0.49085362225734636,-0.07535697050063371,-0.5180318915982789,-0.6263039374317397,-0.21284167968826062,-0.3116589402422375,-0.490129279081805,-0.25860976988921586,-0.16102151447501645,-0.3491841252540975,-0.2578856258549434,-0.515117193605716,-0.35976675780702155,-0.09646779536208669,-0.7387816477238494,-0.5115378948182924,-0.18388972544534266,-0.8699166379808335,-0.6207289112274675,-0.23657553526126182,-0.9999977726426111,-0.7231868285730878,-0.2684801736937921
19,j,0.0,0.0,0.0,0.13605005597020764,-0.31260773476478954,-0.12393930143088358,0.08609913159816024,-0.6271633881681042,-0.17208157958780917,-0.21195961201286345,-0.7803203080935397,-0.21653000973113803,-0.4532551669311717,-0.6635246196261562,-0.23400369828105558,-0.19664229257784208,-0.7849182638409334,-0.012986870582503775,-0.37781088087274517,-0.9389220960602448,-0.12628917799882208,-0.2750632790066878,-0.7721651609436928,-0.17866302588775265,-0.17136320820711934,-0.6576233784950499,-0.19262966204745505,-0.3406133413417748,-0.6737828641693681,-0.014519363578569835,-0.523490947864502,-0.8005763907199643,-0.18642399989077996,-0.3476009120744915,-0.6211204545956656,-0.25533367365319665,-0.2193662139406415,-0.517102915036322,-0.25856661398025493,-0.4774602332478063,-0.5403655997433697,-0.044891577349062704,-0.6393797013279514,-0.6623810240986656,-0.2253722226831743,-0.4135540914414303,-0.5287411806773838,-0.2733457339587008,-0.23751475072650488,-0.4217646718822208,-0.25366326606741146,-0.5970509092830557,-0.39133478689158296,-0.08323537521042286,-0.7831907313011863,-0.5659667892836215,-0.175462838036355,-0.8885688691607619,-0.6975992239168998,-0.21558737750480764,-0.999997897674381,-0.8225672424446034,-0.22959162183957516
19,j,0.0,0.0,0.0,0.11081232628468653,-0.2895325280018644,-0.1184431003088304,0.010515215924481779,-0.5896259241816681,-0.15319247214412207,-0.2797571279195,-0.709805036165691,-0.18140543120799038,-0.49407712310696494,-0.5788635093190884,-0.17987159860385074,-0.2191855518079193,-0.6957655731326151,0.005282249616012971,-0.3992050320935919,-0.8286943680994938,-0.0892957245096926,-0.2818729228651801,-0.6642606502562723,-0.14079004905281378,-0.1824674859080089,-0.5854312004143615,-0.16072237798205283,-0.34955295259055813,-0.5885133508630096,0.013371867238148908,-0.5343911499284433,-0.691188415273275,-0.12203082423408199,-0.3533338377897858,-0.526333913070486,-0.17034747885415552,-0.24162900698171666,-0.4671000251606733,-0.1700312227199138,-0.47214379773025594,-0.4683353668280318,-0.007695006826386573,-0.6492661705764187,-0.5755025179933398,-0.15005941557409572,-0.4428958415274504,-0.45246619234656055,-0.1806018714033891,-0.2956599034093679,-0.37181724196339977,-0.159079134320537,-0.5789351637663228,-0.34262877023128924,-0.03853395463671092,-0.7759976572949968,-0.4765096729237241,-0.10974652412237995,-0.8807199492221471,-0.5775341323208107,-0.1429531733340843,-0.9999980080163403,-0.6861373407177687,-0.15608690812536724
19,j,0.0,0.0,0.0,0.20434331031645098,-0.292229820553771,-0.10239533164640215,0.22299986326092439,-0.5938427513827714,-0.1520040345223456,0.015377974563908785,-0.8088019038489077,-0.19570401495672526,-0.2276913289469844,-0.7719611916200002,-0.22634477284505872,-0.07417519703941255,-0.745493192215274,-0.0877092984019455,-0.15925704323263615,-0.9322874492852155,-0.18031708405590843,-0.06307846333199736,-0.7648303820389823,-0.23638933264105322,0.021496997610424742,-0.6184905011021841,-0.266939811547869,-0.23427496336828627,-0.6536981857496339,-0.0970537879684602,-0.3311649514829551,-0.8538550738575067,-0.22753005066977963,-0.1784225755229955,-0.6598862653963298,-0.2917012094674484,-0.0818539868441383,-0.488128725209356,-0.3180543530760203,-0.38887721605226366,-0.5514291178484084,-0.1231212344929651,-0.49039855840827634,-0.7496106472752269,-0.2641226242861234,-0.29543513811108774,-0.5870554357715605,-0.3179991838296978,-0.15413969869494815,-0.4172832728397606,-0.33126344052041695,-0.5281918402425159,-0.435562519126774,-0.15421914573271656,-0.7572831307453506,-0.6191904595172206,-0.24493294007601193,-0.8810746452242951,-0.7505530194033303,-0.3017591646337498,-0.9999969985038927,-0.8739897242908061,-0.3441365031998187
